0, 0
0, 0
0, 1
0, 1
0, 2
0, 2
0, 3
0, 3
0, 4
0.015193293815814609, 4
0.015193293815814609, 3
0.022059640136099082, 3
0.022059640136099082, 2
0.08186014473563366, 2
0.08186014473563366, 1
0.18911410231954415, 1
0.18911410231954415, 0
0.5182904819848326, 0
0.5182904819848326, 1
0.7417965740825923, 1
0.7417965740825923, 2
0.8550282284746453, 2
0.8550282284746453, 3
1.0089894916846103, 3
1.0089894916846103, 4
1.2639829628868866, 4
1.2639829628868866, 5
1.5184901428633768, 5
1.5184901428633768, 6
1.6961206675006912, 6
1.6961206675006912, 7
1.8099853670601438, 7
1.8099853670601438, 8
2.0126304269064232, 8
2.0126304269064232, 9
2.0265920700789075, 9
2.0265920700789075, 10
2.1501074194051566, 10
2.1501074194051566, 11
2.2041456204640175, 11
2.2041456204640175, 12
2.5758284842296746, 12
2.5758284842296746, 11
2.7770358555632413, 11
2.7770358555632413, 10
3.612124986465469, 10
3.612124986465469, 11
3.7855797472070813, 11
3.7855797472070813, 10
3.87846058001722, 10
3.87846058001722, 11
4.135598869466304, 11
4.135598869466304, 12
4.180818208959888, 12
4.180818208959888, 13
4.334014265232069, 13
4.334014265232069, 14
4.90242535047822, 14
4.90242535047822, 13
4.973380153100514, 13
4.973380153100514, 12
4.983970121683947, 12
4.983970121683947, 11
5.2798109555680774, 11
5.2798109555680774, 12
5.357012533508437, 12
5.357012533508437, 11
5.526436486886863, 11
5.526436486886863, 12
5.550114130440897, 12
5.550114130440897, 13
5.644469644184937, 13
5.644469644184937, 12
5.648216320071564, 12
5.648216320071564, 13
5.719881353645858, 13
5.719881353645858, 12
5.975276997190903, 12
5.975276997190903, 13
6.0424691441226015, 13
6.0424691441226015, 14
6.159536643970467, 14
6.159536643970467, 13
6.190200977513946, 13
6.190200977513946, 14
6.298553743305071, 14
6.298553743305071, 15
6.368165038013323, 15
6.368165038013323, 16
6.6624836642959595, 16
6.6624836642959595, 15
6.833414874151628, 15
6.833414874151628, 16
6.989461467726568, 16
6.989461467726568, 15
7.095593095966596, 15
7.095593095966596, 16
7.305048556931093, 16
7.305048556931093, 15
7.370966547939768, 15
7.370966547939768, 14
7.638188055342629, 14
7.638188055342629, 15
8.057361547925055, 15
8.057361547925055, 16
8.070004484272221, 16
8.070004484272221, 17
8.14514077884411, 17
8.14514077884411, 16
8.31946186486208, 16
8.31946186486208, 17
8.481986015333183, 17
8.481986015333183, 18
8.732007555355706, 18
8.732007555355706, 17
9.075012622530723, 17
9.075012622530723, 18
9.393405124810405, 18
9.393405124810405, 19
9.60441912801556, 19
9.60441912801556, 18
9.686148641489106, 18
9.686148641489106, 17
9.794533272544458, 17
